customer_id,resident_id,email,gender,senior_citizen,partner,tenure,monthly_charges,total_charges,contract,payment_method,churn
14440,840611-3207289,user_4439@example.com,Male,0,Yes,5,90.2,474.59,Month-to-month,Bank transfer,0
14441,761223-3499363,user_4440@example.com,Female,1,Yes,41,35.66,1442.89,One year,Credit card,0
14442,750314-4345086,user_4441@example.com,Male,0,No,35,28.97,997.57,Two year,Mailed check,0
14443,880317-1449499,user_4442@example.com,Female,0,No,5,42.31,175.13,One year,Credit card,0
14444,881217-3156666,user_4443@example.com,Male,0,No,10,56.59,604.31,Two year,Mailed check,1
14445,970428-1697199,user_4444@example.com,Female,0,No,10,66.21,,Month-to-month,Electronic check,0
14446,870204-4768948,user_4445@example.com,Female,0,No,72,22.97,1696.34,Month-to-month,Electronic check,0
14447,960105-4950669,user_4446@example.com,Male,0,Yes,3,115.8,357.79,Two year,Electronic check,0
14448,790221-2644345,user_4447@example.com,Female,0,Yes,32,90.29,2887.03,Month-to-month,Credit card,1
14449,850603-4475406,user_4448@example.com,Female,0,Yes,8,50.9,374.36,One year,Electronic check,0
14450,740625-1249813,user_4449@example.com,Female,1,Yes,26,50.45,1243.92,Month-to-month,Credit card,1
14451,810122-2291298,user_4450@example.com,Male,0,Yes,10,63.47,602.32,One year,Credit card,0
14452,900526-3494883,user_4451@example.com,Female,0,Yes,17,81.28,1365.26,Month-to-month,Credit card,0
14453,880123-1138599,user_4452@example.com,Female,1,No,35,33.17,1042.5,Month-to-month,Electronic check,0
14454,740804-4432434,user_4453@example.com,Male,0,No,32,37.44,,Month-to-month,Bank transfer,0
14455,930609-1653108,user_4454@example.com,Female,0,No,40,104.66,4232.62,One year,Credit card,1
14456,860827-3135786,user_4455@example.com,Male,1,Yes,1,44.19,72.55,Month-to-month,Bank transfer,1
14457,900223-1253371,user_4456@example.com,Female,0,No,23,56.61,1277.22,One year,Credit card,0
14458,921216-4805485,user_4457@example.com,Male,0,No,3,105.85,319.9,Month-to-month,Electronic check,0
14459,760521-1663053,user_4458@example.com,Male,1,No,10,84.98,821.99,Month-to-month,Electronic check,0
14460,930114-4172283,user_4459@example.com,Female,0,No,15,52.76,798.84,One year,Electronic check,0
14461,870327-2400675,user_4460@example.com,Female,0,Yes,10,87.04,947.41,Month-to-month,Mailed check,0
14462,700503-1976635,user_4461@example.com,Female,0,Yes,14,20.47,335.0,Month-to-month,Electronic check,0
14463,870420-3415389,user_4462@example.com,Male,0,No,72,92.25,6668.04,Month-to-month,Bank transfer,0
14464,900516-4236153,user_4463@example.com,Male,0,No,2,67.32,110.0,One year,Credit card,0
14465,761109-3789089,user_4464@example.com,Male,0,No,22,100.02,2237.94,Two year,Bank transfer,0
14466,720601-4432054,user_4465@example.com,Male,0,No,10,114.2,1057.66,Month-to-month,Mailed check,1
14467,750515-2564132,user_4466@example.com,Female,1,No,2,111.31,210.0,Month-to-month,Bank transfer,0
14468,820824-3394482,user_4467@example.com,Male,0,Yes,3,109.65,358.14,Month-to-month,Credit card,1
14469,780326-4697431,user_4468@example.com,Male,0,No,59,69.85,4158.17,One year,Credit card,0
14470,760911-1144362,user_4469@example.com,Female,0,No,42,54.6,2326.69,Month-to-month,Electronic check,0
14471,830101-3728726,user_4470@example.com,Male,0,Yes,47,65.12,3075.38,One year,Mailed check,0
14472,720304-4695037,user_4471@example.com,Female,1,No,72,87.66,6301.73,Month-to-month,Mailed check,1
14473,860404-1719063,user_4472@example.com,Female,1,Yes,4,107.12,,Two year,Bank transfer,0
14474,760428-4190794,user_4473@example.com,Female,0,No,8,39.25,266.36,Month-to-month,Electronic check,0
14475,881007-1461749,user_4474@example.com,Female,0,No,22,110.55,2389.87,Two year,Electronic check,1
14476,730401-2179298,user_4475@example.com,Male,0,No,13,100.22,1305.95,Month-to-month,Electronic check,1
14477,720107-1634454,user_4476@example.com,Female,0,Yes,10,116.63,1174.96,Month-to-month,Credit card,1
14478,940325-3883377,user_4477@example.com,Female,0,No,8,106.75,762.72,One year,Mailed check,0
14479,721120-2716230,user_4478@example.com,Male,0,No,18,46.56,860.84,One year,Bank transfer,1
14480,960917-4151304,user_4479@example.com,Male,0,Yes,17,29.12,533.68,Month-to-month,Bank transfer,0
14481,790514-4955565,user_4480@example.com,Male,0,No,3,29.75,85.39,Two year,Bank transfer,0
14482,981128-2197385,user_4481@example.com,Male,0,No,12,47.7,691.12,Month-to-month,Electronic check,0
14483,740512-1894446,user_4482@example.com,Female,0,No,16,80.07,1246.97,Month-to-month,Mailed check,1
14484,931008-2830595,user_4483@example.com,Male,0,No,16,99.13,1568.03,Month-to-month,Mailed check,0
14485,820924-4518696,user_4484@example.com,Male,0,Yes,4,108.65,,Month-to-month,Credit card,0
14486,910806-1906214,user_4485@example.com,Female,0,No,27,81.03,2184.0,One year,Credit card,1
14487,810426-3378911,user_4486@example.com,Female,0,No,0,19.06,,Month-to-month,Credit card,0
14488,721128-3715366,user_4487@example.com,Female,1,Yes,8,37.18,227.1,Month-to-month,Bank transfer,0
14489,711003-1731402,user_4488@example.com,Male,0,No,30,28.5,827.67,Month-to-month,Bank transfer,1
14490,970102-1378733,user_4489@example.com,Male,0,Yes,16,54.92,873.84,Month-to-month,Mailed check,0
14491,860217-3578968,user_4490@example.com,Female,0,No,6,68.76,473.99,Two year,Credit card,0
14492,780825-4726397,user_4491@example.com,Male,0,Yes,23,22.85,635.66,Two year,Bank transfer,1
14493,850424-3879476,user_4492@example.com,Male,0,Yes,16,53.43,921.65,Month-to-month,Credit card,1
14494,890402-2973896,user_4493@example.com,Male,0,Yes,31,36.46,1091.49,Month-to-month,Credit card,0
14495,980917-4107747,user_4494@example.com,Female,0,Yes,26,83.37,2132.83,Two year,Mailed check,0
14496,780402-2415721,user_4495@example.com,Male,1,Yes,18,65.04,1162.75,Month-to-month,Mailed check,0
14497,830911-4388768,user_4496@example.com,Male,0,Yes,13,68.16,975.31,Month-to-month,Bank transfer,0
14498,810117-4505264,user_4497@example.com,Female,0,Yes,2,61.38,,Month-to-month,Mailed check,1
14499,900920-3647288,user_4498@example.com,Male,0,Yes,6,114.34,619.66,Month-to-month,Credit card,1
14500,900913-3720593,user_4499@example.com,Female,0,No,10,40.03,375.24,Two year,Mailed check,0
14501,820807-3317577,user_4500@example.com,Female,0,Yes,18,70.3,1303.25,One year,Credit card,0
14502,810227-2489481,user_4501@example.com,Male,0,Yes,14,92.29,1326.56,Two year,Credit card,1
14503,860123-1969998,user_4502@example.com,Male,0,No,6,74.32,435.91,Month-to-month,Bank transfer,0
14504,701020-3219981,user_4503@example.com,Male,0,No,0,111.63,,Month-to-month,Bank transfer,0
14505,820208-1667858,user_4504@example.com,Male,0,Yes,13,56.39,,Two year,Bank transfer,0
14506,880709-3741947,user_4505@example.com,Male,0,No,6,64.98,395.07,Two year,Credit card,0
14507,980714-2474987,user_4506@example.com,Male,1,Yes,26,27.37,,One year,Mailed check,0
14508,800102-4614101,user_4507@example.com,Female,1,Yes,0,79.55,,Month-to-month,Bank transfer,0
14509,971226-3144604,user_4508@example.com,Male,0,No,17,47.39,763.81,One year,Bank transfer,0
14510,770822-2907448,user_4509@example.com,Male,0,No,56,34.57,1842.6,Month-to-month,Mailed check,1
14511,790416-4348508,user_4510@example.com,Female,0,Yes,3,73.09,298.76,Month-to-month,Mailed check,0
14512,900109-3209626,user_4511@example.com,Male,0,No,12,71.86,826.31,One year,Bank transfer,1
14513,950107-3387800,user_4512@example.com,Female,0,No,1,26.11,38.16,One year,Credit card,1
14514,720214-2263095,user_4513@example.com,Male,0,Yes,19,88.5,1711.7,One year,Credit card,0
14515,890108-3114069,user_4514@example.com,Female,1,Yes,15,81.03,1291.05,One year,Bank transfer,1
14516,750422-2941653,user_4515@example.com,Male,0,No,10,37.45,366.81,Month-to-month,Mailed check,0
14517,840222-2296536,user_4516@example.com,Male,0,No,14,65.56,890.87,Month-to-month,Credit card,0
14518,921228-4978688,user_4517@example.com,Male,0,Yes,45,90.71,,One year,Mailed check,0
14519,780121-2951798,user_4518@example.com,Female,0,Yes,4,71.58,350.52,Month-to-month,Electronic check,0
14520,791022-3891706,user_4519@example.com,Female,1,No,0,58.15,,Month-to-month,Mailed check,0
14521,771107-1946755,user_4520@example.com,Female,0,No,39,50.81,1933.85,Month-to-month,Mailed check,1
14522,760720-4574812,user_4521@example.com,Female,0,Yes,17,79.69,1277.69,Month-to-month,Electronic check,0
14523,970105-4101699,user_4522@example.com,Female,0,No,44,112.65,4895.54,Two year,Credit card,0
14524,880121-4911721,user_4523@example.com,Male,0,Yes,18,85.84,1588.34,Month-to-month,Credit card,0
14525,751217-1707605,user_4524@example.com,Female,0,No,33,25.99,841.64,Month-to-month,Credit card,0
14526,780905-3107898,user_4525@example.com,Male,0,No,11,64.68,681.1,One year,Bank transfer,0
14527,931211-4864683,user_4526@example.com,Female,0,No,27,107.81,2875.07,Month-to-month,Electronic check,1
14528,740817-4219254,user_4527@example.com,Male,0,Yes,48,27.97,1346.81,Two year,Mailed check,0
14529,870321-2492230,user_4528@example.com,Female,0,Yes,16,117.63,1870.11,Month-to-month,Electronic check,0
14530,781212-1681930,user_4529@example.com,Male,0,No,3,113.64,327.26,Two year,Electronic check,0
14531,861115-4175538,user_4530@example.com,Male,0,No,6,26.35,225.57,Month-to-month,Electronic check,1
14532,901203-4611799,user_4531@example.com,Female,0,Yes,4,112.07,525.18,Month-to-month,Electronic check,0
14533,800124-2676035,user_4532@example.com,Male,0,No,5,54.9,194.0,Month-to-month,Electronic check,1
14534,960610-3110727,user_4533@example.com,Female,0,Yes,7,103.18,738.64,Month-to-month,Electronic check,1
14535,830224-3797339,user_4534@example.com,Male,1,Yes,16,60.44,928.2,Two year,Bank transfer,0
14536,900603-2939405,user_4535@example.com,Male,0,No,17,62.7,1053.49,Month-to-month,Electronic check,1
14537,870416-3272651,user_4536@example.com,Female,0,Yes,11,82.08,918.34,One year,Electronic check,0
14538,860120-1200964,user_4537@example.com,Male,0,Yes,19,96.14,1816.02,Month-to-month,Credit card,0
14539,860327-2721852,user_4538@example.com,Male,0,No,1,21.89,33.41,Two year,Electronic check,1
14540,721122-2588628,user_4539@example.com,Female,1,No,1,77.96,111.61,One year,Electronic check,0
14541,950525-3838527,user_4540@example.com,Female,1,No,3,37.22,126.39,Month-to-month,Credit card,0
14542,841126-3460460,user_4541@example.com,Female,0,No,14,53.18,712.18,Month-to-month,Credit card,0
14543,890226-3602098,user_4542@example.com,Female,0,No,4,53.38,182.06,One year,Credit card,0
14544,720326-2785805,user_4543@example.com,Male,0,No,6,65.52,321.13,Month-to-month,Mailed check,0
14545,751109-4271529,user_4544@example.com,Female,0,No,10,52.0,477.3,Month-to-month,Electronic check,1
14546,850715-4154939,user_4545@example.com,Female,0,No,33,29.26,,One year,Electronic check,1
14547,820226-2624461,user_4546@example.com,Female,0,No,0,33.1,,Two year,Electronic check,1
14548,860723-1114389,user_4547@example.com,Male,0,Yes,20,21.85,377.33,Two year,Credit card,0
14549,801223-2316560,user_4548@example.com,Female,0,Yes,22,65.64,1460.08,One year,Bank transfer,0
14550,810626-1872331,user_4549@example.com,Male,0,Yes,32,114.18,3648.24,Month-to-month,Electronic check,0
14551,860218-4351465,user_4550@example.com,Female,0,No,53,30.1,1585.52,Two year,Credit card,0
14552,880407-4728982,user_4551@example.com,Male,0,Yes,0,113.36,,Month-to-month,Credit card,0
14553,740523-3362310,user_4552@example.com,Male,0,No,3,92.02,303.52,Month-to-month,Credit card,0
14554,940101-3824066,user_4553@example.com,Male,0,Yes,43,82.41,3517.13,Two year,Mailed check,0
14555,850602-1751616,user_4554@example.com,Female,0,Yes,12,83.19,977.06,Month-to-month,Credit card,0
14556,900710-3246365,user_4555@example.com,Female,0,Yes,16,101.38,1596.95,Month-to-month,Bank transfer,0
14557,870328-3353902,user_4556@example.com,Female,0,No,21,29.22,657.36,One year,Mailed check,0
14558,700819-1962905,user_4557@example.com,Male,0,No,22,69.1,1504.79,Month-to-month,Credit card,0
14559,960522-3620874,user_4558@example.com,Female,0,Yes,53,88.38,4594.48,Month-to-month,Bank transfer,0
14560,700602-2873993,user_4559@example.com,Male,0,No,72,77.33,,Month-to-month,Bank transfer,0
14561,720517-3530464,user_4560@example.com,Female,0,No,25,101.99,,Month-to-month,Electronic check,0
14562,931128-2617871,user_4561@example.com,Female,0,No,6,25.75,263.71,Two year,Credit card,0
14563,960115-2277670,user_4562@example.com,Female,0,No,42,87.74,3636.8,Month-to-month,Credit card,1
14564,790307-3459418,user_4563@example.com,Female,0,Yes,1,72.04,63.95,Month-to-month,Electronic check,0
14565,931014-3429490,user_4564@example.com,Female,0,Yes,5,56.51,295.46,Month-to-month,Bank transfer,0
14566,901016-2440029,user_4565@example.com,Male,0,No,45,52.61,2353.02,One year,Credit card,0
14567,710116-3153539,user_4566@example.com,Male,0,No,5,80.74,,One year,Electronic check,0
14568,721124-1113636,user_4567@example.com,Female,0,No,4,107.82,452.37,Month-to-month,Electronic check,0
14569,920901-1492314,user_4568@example.com,Male,0,Yes,2,68.24,212.79,Month-to-month,Bank transfer,1
14570,780416-3523753,user_4569@example.com,Female,0,Yes,39,101.18,3984.4,One year,Bank transfer,0
14571,740616-4139669,user_4570@example.com,Female,0,No,13,58.82,,Month-to-month,Credit card,0
14572,900319-1778180,user_4571@example.com,Female,0,Yes,22,28.77,580.61,Month-to-month,Credit card,1
14573,851103-4327927,user_4572@example.com,Female,0,No,5,24.67,139.22,Month-to-month,Mailed check,0
14574,830316-3720264,user_4573@example.com,Male,1,No,28,23.65,669.96,Month-to-month,Bank transfer,0
14575,720828-4521296,user_4574@example.com,Male,0,No,28,56.61,1602.63,Two year,Mailed check,1
14576,970328-4833602,user_4575@example.com,Male,1,No,7,52.31,434.98,Two year,Mailed check,0
14577,820913-1806527,user_4576@example.com,Male,0,No,10,90.47,893.66,One year,Electronic check,0
14578,811021-3733442,user_4577@example.com,Male,1,Yes,4,92.97,351.6,Two year,Electronic check,0
14579,721102-2517669,user_4578@example.com,Female,0,Yes,72,23.6,1725.9,One year,Credit card,0
14580,940718-1525885,user_4579@example.com,Female,1,Yes,20,40.67,724.49,Two year,Bank transfer,0
14581,720726-3917359,user_4580@example.com,Male,1,Yes,54,45.99,2471.62,Month-to-month,Bank transfer,0
14582,730428-2570257,user_4581@example.com,Male,1,Yes,7,73.4,507.09,Month-to-month,Mailed check,0
14583,871227-1500322,user_4582@example.com,Female,0,No,30,32.99,943.68,One year,Mailed check,0
14584,950713-3722645,user_4583@example.com,Female,0,Yes,29,31.93,978.82,One year,Credit card,0
14585,820827-4247535,user_4584@example.com,Female,0,No,23,113.11,2548.42,Month-to-month,Electronic check,1
14586,941228-3253420,user_4585@example.com,Male,1,Yes,67,99.12,6634.25,Month-to-month,Bank transfer,0
14587,791005-4947378,user_4586@example.com,Female,0,Yes,10,36.61,380.76,Month-to-month,Bank transfer,1
14588,840916-4206270,user_4587@example.com,Male,0,Yes,2,59.26,186.19,Month-to-month,Bank transfer,1
14589,730911-1888416,user_4588@example.com,Female,0,Yes,22,54.15,1190.77,Month-to-month,Bank transfer,1
14590,781223-4561097,user_4589@example.com,Female,0,Yes,26,97.8,2589.61,Month-to-month,Electronic check,0
14591,780526-2363352,user_4590@example.com,Male,0,Yes,17,69.65,1219.08,Two year,Credit card,1
14592,890318-4573714,user_4591@example.com,Female,1,No,4,31.32,131.45,One year,Credit card,1
14593,941228-1385067,user_4592@example.com,Female,1,No,14,92.58,1241.64,Two year,Electronic check,0
14594,931201-2505890,user_4593@example.com,Female,0,Yes,7,58.29,336.3,Two year,Credit card,0
14595,910527-1497525,user_4594@example.com,Male,0,Yes,11,44.86,498.79,Month-to-month,Credit card,0
14596,821216-2368055,user_4595@example.com,Male,0,Yes,20,56.14,1095.67,Month-to-month,Mailed check,1
14597,830105-2333018,user_4596@example.com,Female,0,No,27,68.4,1892.76,Month-to-month,Electronic check,0
14598,791122-1492287,user_4597@example.com,Male,1,Yes,5,52.9,301.79,Two year,Credit card,1
14599,950704-3428006,user_4598@example.com,Female,0,Yes,10,42.75,418.27,Month-to-month,Mailed check,1
14600,801106-4555407,user_4599@example.com,Male,0,No,6,58.45,292.81,One year,Electronic check,1
14601,930813-2989195,user_4600@example.com,Male,0,Yes,4,20.42,107.22,Month-to-month,Electronic check,1
14602,980627-2473140,user_4601@example.com,Male,0,No,30,95.94,2827.3,Two year,Bank transfer,0
14603,820110-2626363,user_4602@example.com,Female,0,Yes,47,35.64,1637.16,Month-to-month,Mailed check,1
14604,981028-1781758,user_4603@example.com,Male,0,Yes,9,22.9,157.13,Two year,Mailed check,0
14605,800904-1974322,user_4604@example.com,Male,1,No,27,84.03,2261.88,Month-to-month,Mailed check,0
14606,790209-4947590,user_4605@example.com,Male,0,Yes,45,96.09,4382.56,Month-to-month,Electronic check,1
14607,951012-3200341,user_4606@example.com,Female,0,Yes,37,100.09,3703.08,One year,Bank transfer,1
14608,891104-4932747,user_4607@example.com,Female,0,No,4,67.97,249.72,Two year,Electronic check,0
14609,920820-2380998,user_4608@example.com,Female,1,No,62,39.09,2347.3,Month-to-month,Credit card,1
14610,721228-1705723,user_4609@example.com,Female,0,No,9,92.41,859.3,Two year,Credit card,0
14611,880310-4365116,user_4610@example.com,Male,1,Yes,8,88.65,670.18,One year,Credit card,0
14612,870324-2561740,user_4611@example.com,Female,0,Yes,1,43.19,49.07,One year,Bank transfer,0
14613,860524-2669469,user_4612@example.com,Female,1,Yes,13,109.07,1400.2,Month-to-month,Electronic check,0
14614,850228-1886813,user_4613@example.com,Female,0,No,2,28.96,99.83,Month-to-month,Mailed check,1
14615,820413-3208995,user_4614@example.com,Female,0,No,5,117.01,577.19,Month-to-month,Credit card,1
14616,880801-1777960,user_4615@example.com,Female,0,No,7,104.74,730.23,Two year,Credit card,0
14617,920903-3785085,user_4616@example.com,Female,1,Yes,33,87.46,2910.47,Two year,Electronic check,0
14618,870211-1766433,user_4617@example.com,Male,0,No,41,112.61,,One year,Mailed check,0
14619,891104-1379149,user_4618@example.com,Female,0,No,7,90.91,680.79,Month-to-month,Bank transfer,0
14620,881014-3406843,user_4619@example.com,Male,0,Yes,39,37.59,1461.58,Month-to-month,Credit card,1
14621,840309-1904756,user_4620@example.com,Male,0,No,38,62.83,2387.7,Two year,Credit card,0
14622,850717-2837444,user_4621@example.com,Female,0,No,28,25.67,692.52,Month-to-month,Credit card,1
14623,780628-4388201,user_4622@example.com,Male,0,No,3,57.56,125.18,Two year,Mailed check,1
14624,930124-2593939,user_4623@example.com,Male,0,Yes,23,92.85,,Month-to-month,Credit card,0
14625,720513-1972566,user_4624@example.com,Male,0,No,58,57.24,3281.31,Month-to-month,Mailed check,1
14626,941117-2613176,user_4625@example.com,Male,0,Yes,22,51.61,,Two year,Credit card,0
14627,720606-4389711,user_4626@example.com,Female,0,No,8,78.18,571.88,Month-to-month,Credit card,1
14628,890205-4844402,user_4627@example.com,Male,0,No,13,105.94,1443.88,Month-to-month,Mailed check,0
14629,890611-3418801,user_4628@example.com,Female,0,Yes,20,23.27,503.0,Two year,Mailed check,0
14630,960312-3968652,user_4629@example.com,Female,0,No,14,57.14,800.99,One year,Bank transfer,1
14631,900420-1873214,user_4630@example.com,Male,0,No,2,34.36,68.74,One year,Electronic check,0
14632,781007-1241568,user_4631@example.com,Male,0,Yes,7,88.21,589.61,One year,Credit card,1
14633,880307-4203311,user_4632@example.com,Male,0,No,32,29.1,944.7,Month-to-month,Credit card,0
14634,820224-1640186,user_4633@example.com,Male,0,Yes,39,85.15,3375.25,Month-to-month,Electronic check,0
14635,980809-2713444,user_4634@example.com,Female,0,Yes,2,47.19,59.22,Month-to-month,Electronic check,0
14636,800406-2105783,user_4635@example.com,Male,0,No,60,38.44,,Month-to-month,Electronic check,0
14637,770109-2841040,user_4636@example.com,Male,0,Yes,7,112.37,821.75,Month-to-month,Credit card,0
14638,720721-2153228,user_4637@example.com,Female,0,Yes,21,20.36,443.78,One year,Credit card,0
14639,770414-2387347,user_4638@example.com,Female,0,No,27,62.39,1628.52,Month-to-month,Credit card,0
14640,770313-2508803,user_4639@example.com,Female,0,No,33,20.67,,One year,Mailed check,0
14641,750402-2774186,user_4640@example.com,Female,1,Yes,58,66.98,,Month-to-month,Bank transfer,0
14642,800311-4568220,user_4641@example.com,Male,0,Yes,7,68.73,444.88,Month-to-month,Bank transfer,1
14643,861126-2815448,user_4642@example.com,Male,0,No,39,50.75,1963.07,Month-to-month,Electronic check,1
14644,700407-2483413,user_4643@example.com,Female,1,No,2,31.75,50.17,Two year,Electronic check,1
14645,940813-1628159,user_4644@example.com,Male,0,Yes,24,56.23,1316.98,Month-to-month,Credit card,0
14646,961227-2789771,user_4645@example.com,Female,0,No,27,85.89,,One year,Bank transfer,0
14647,850312-2324498,user_4646@example.com,Male,1,Yes,22,96.94,2121.24,One year,Bank transfer,1
14648,890208-3546615,user_4647@example.com,Female,0,No,5,71.71,366.93,Month-to-month,Mailed check,0
14649,821208-2595949,user_4648@example.com,Female,0,No,41,77.63,3167.02,Month-to-month,Credit card,0
14650,840515-2291653,user_4649@example.com,Female,0,No,3,38.61,173.76,Two year,Credit card,0
14651,830623-1758898,user_4650@example.com,Male,0,No,1,47.3,72.7,Month-to-month,Bank transfer,1
14652,800327-3950749,user_4651@example.com,Male,1,No,25,34.73,788.71,Month-to-month,Bank transfer,0
14653,750925-1650748,user_4652@example.com,Male,0,Yes,12,43.49,548.07,One year,Mailed check,0
14654,730320-3268118,user_4653@example.com,Male,0,Yes,37,41.04,1548.76,One year,Mailed check,0
14655,800317-4216805,user_4654@example.com,Male,0,No,9,70.57,613.39,Month-to-month,Credit card,1
14656,740827-4955266,user_4655@example.com,Female,0,Yes,3,74.91,149.97,Month-to-month,Mailed check,0
14657,881023-3570984,user_4656@example.com,Female,0,No,36,113.23,4076.68,Month-to-month,Bank transfer,0
14658,770825-4258419,user_4657@example.com,Female,1,Yes,15,38.11,571.26,Month-to-month,Credit card,0
14659,760617-4928164,user_4658@example.com,Female,1,No,4,82.83,275.24,Month-to-month,Bank transfer,0
14660,710915-3973102,user_4659@example.com,Female,0,Yes,25,100.43,2438.19,Month-to-month,Credit card,0
14661,820312-3680270,user_4660@example.com,Female,1,No,14,74.66,1040.86,Month-to-month,Credit card,1
14662,810718-3146716,user_4661@example.com,Female,0,Yes,18,44.06,781.43,Two year,Bank transfer,0
14663,731122-3354456,user_4662@example.com,Female,0,No,12,44.82,516.98,One year,Credit card,0
14664,930905-1510067,user_4663@example.com,Male,0,Yes,35,22.44,781.23,Two year,Credit card,0
14665,941024-2906045,user_4664@example.com,Male,0,No,35,49.12,1664.06,Month-to-month,Mailed check,0
14666,910606-3902981,user_4665@example.com,Male,0,No,24,93.15,,Month-to-month,Bank transfer,1
14667,930718-2721389,user_4666@example.com,Male,0,Yes,2,23.26,73.19,Month-to-month,Bank transfer,1
14668,800718-4401601,user_4667@example.com,Male,0,Yes,36,40.48,1439.78,Two year,Mailed check,0
14669,710711-3464305,user_4668@example.com,Female,1,Yes,22,89.3,1881.0,Month-to-month,Credit card,1
14670,890722-4347588,user_4669@example.com,Female,0,No,23,96.96,2206.45,Month-to-month,Electronic check,1
14671,710710-4260497,user_4670@example.com,Female,0,Yes,9,64.15,523.84,Month-to-month,Electronic check,0
14672,770716-2790152,user_4671@example.com,Female,0,Yes,42,88.48,3729.52,Month-to-month,Bank transfer,0
14673,750726-2585117,user_4672@example.com,Male,0,Yes,25,57.39,1450.69,Month-to-month,Mailed check,0
14674,780709-4450903,user_4673@example.com,Male,0,Yes,2,34.53,0.0,Month-to-month,Credit card,1
14675,900712-3252499,user_4674@example.com,Male,0,No,10,58.41,622.05,Month-to-month,Mailed check,1
14676,901222-3414948,user_4675@example.com,Male,1,Yes,43,76.64,3239.91,One year,Credit card,0
14677,870505-3138972,user_4676@example.com,Female,0,No,0,113.54,,Month-to-month,Bank transfer,0
14678,720128-2986598,user_4677@example.com,Female,0,No,65,25.39,1647.91,One year,Bank transfer,0
14679,961008-2147502,user_4678@example.com,Female,0,No,22,69.37,1463.82,Month-to-month,Electronic check,0
14680,760701-1233048,user_4679@example.com,Female,1,Yes,19,51.47,920.83,Month-to-month,Mailed check,0
14681,760927-4122854,user_4680@example.com,Female,0,No,6,69.46,434.16,Month-to-month,Bank transfer,1
14682,870615-2614441,user_4681@example.com,Female,0,No,5,20.9,,Month-to-month,Mailed check,0
14683,721111-1829499,user_4682@example.com,Male,0,Yes,56,49.88,2788.45,Month-to-month,Bank transfer,1
14684,710328-1579362,user_4683@example.com,Female,0,No,7,100.69,785.47,Month-to-month,Credit card,1
14685,800407-2838303,user_4684@example.com,Male,0,Yes,29,74.03,2111.91,One year,Credit card,0
14686,850111-4101055,user_4685@example.com,Female,0,Yes,9,63.67,576.03,Month-to-month,Electronic check,1
14687,940322-3609551,user_4686@example.com,Male,0,No,2,47.12,165.23,Month-to-month,Bank transfer,1
14688,710525-4501041,user_4687@example.com,Male,0,Yes,0,48.38,,Month-to-month,Electronic check,1
14689,721202-2329717,user_4688@example.com,Male,0,No,15,56.91,773.32,Month-to-month,Electronic check,0
14690,910502-4772320,user_4689@example.com,Male,1,No,72,102.27,7388.71,Month-to-month,Bank transfer,0
14691,980319-1289619,user_4690@example.com,Female,0,No,9,115.46,980.99,Two year,Bank transfer,0
14692,781101-3749296,user_4691@example.com,Male,0,Yes,8,62.48,570.18,Month-to-month,Credit card,1
14693,750118-1719642,user_4692@example.com,Female,0,Yes,8,57.93,422.3,Month-to-month,Electronic check,0
14694,700422-2723185,user_4693@example.com,Female,0,Yes,14,103.37,1595.66,One year,Credit card,0
14695,860419-3393590,user_4694@example.com,Male,0,Yes,11,61.3,747.67,One year,Mailed check,0
14696,971027-3608008,user_4695@example.com,Male,0,No,42,73.84,3061.45,Two year,Mailed check,0
14697,940409-3883814,user_4696@example.com,Female,0,No,14,41.65,584.1,Two year,Electronic check,0
14698,751109-4863888,user_4697@example.com,Female,0,No,14,93.04,1340.24,One year,Electronic check,0
14699,750126-1785837,user_4698@example.com,Female,0,Yes,2,71.83,182.84,Two year,Bank transfer,0
14700,740228-4148297,user_4699@example.com,Male,0,No,72,99.61,7194.04,Month-to-month,Bank transfer,1
14701,800603-3720318,user_4700@example.com,Female,0,No,5,96.77,546.46,One year,Electronic check,0
14702,711027-2303491,user_4701@example.com,Male,1,No,1,40.05,33.9,Two year,Electronic check,0
14703,860121-2771208,user_4702@example.com,Male,1,Yes,21,90.24,1876.7,One year,Mailed check,0
14704,970522-2638280,user_4703@example.com,Male,0,Yes,18,98.71,1759.44,Two year,Credit card,1
14705,721204-2815053,user_4704@example.com,Male,0,Yes,10,53.2,,Month-to-month,Mailed check,0
14706,890818-4637223,user_4705@example.com,Male,0,Yes,10,35.8,,Month-to-month,Mailed check,1
14707,760915-2255950,user_4706@example.com,Male,0,Yes,30,18.76,577.36,Two year,Credit card,0
14708,710425-2949048,user_4707@example.com,Female,0,Yes,4,63.7,,Month-to-month,Electronic check,1
14709,780707-4236439,user_4708@example.com,Female,0,No,34,53.83,1727.67,One year,Electronic check,0
14710,871012-2651046,user_4709@example.com,Female,0,No,20,74.13,1498.1,Month-to-month,Mailed check,0
14711,750722-3151794,user_4710@example.com,Male,1,No,10,37.35,,One year,Mailed check,1
14712,900322-3875442,user_4711@example.com,Female,0,No,12,104.68,1339.6,Two year,Credit card,0
14713,810211-1569411,user_4712@example.com,Male,0,Yes,5,44.34,145.27,Month-to-month,Bank transfer,1
14714,940124-1266177,user_4713@example.com,Female,0,No,27,41.2,1190.26,Month-to-month,Bank transfer,0
14715,830918-3822706,user_4714@example.com,Female,0,Yes,14,66.69,937.43,Month-to-month,Electronic check,0
